Interval=	0.00025 s
ExcelDateTime=	4.4903493396582991e+004	2022-12-08 11:50:29.46477
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Raw EMG 1	RMS EMG	Force
Range=	20.000 mV	42.46 V	10.000 V
0.04125	-0.4175	38.45013	0.221875
0.0415	-0.40875	38.45013	0.221875
0.04175	-0.403125	38.45013	0.221875
0.042	-0.404375	38.45013	0.2234375
0.04225	-0.411875	38.45013	0.2234375
0.0425	-0.4075	38.45013	0.2234375
0.04275	-0.403125	38.45013	0.2234375
0.043	-0.400625	38.45013	0.2234375
0.04325	-0.4025	38.45013	0.2234375
0.0435	-0.403125	38.45013	0.2234375
0.04375	-0.400625	38.45013	0.2234375
0.044	-0.404375	38.45013	0.2228125
0.04425	-0.40125	38.45013	0.2228125
0.0445	-0.395625	38.45013	0.2228125
0.04475	-0.3975	38.45013	0.2228125
0.045	-0.3925	38.45013	0.22375
0.04525	-0.391875	38.45013	0.22375
0.0455	-0.39625	38.45013	0.22375
0.04575	-0.388125	38.45013	0.22375
0.046	-0.38625	38.45013	0.2253125
0.04625	-0.37875	38.45013	0.2253125
0.0465	-0.374375	38.45013	0.2253125
0.04675	-0.375	38.45013	0.2253125
0.047	-0.37625	38.45013	0.226875
0.04725	-0.375625	38.45013	0.226875
0.0475	-0.3725	38.45013	0.226875
0.04775	-0.368125	38.45013	0.226875
0.048	-0.368125	38.45013	0.226875
0.04825	-0.3625	38.45013	0.226875
0.0485	-0.355	38.45013	0.226875
0.04875	-0.34875	38.45013	0.226875
0.049	-0.33875	38.45013	0.2253125
0.04925	-0.334375	38.45013	0.2253125
0.0495	-0.329375	38.45013	0.2253125
0.04975	-0.32625	38.45013	0.2253125
0.05	-0.329375	38.45013	0.22375
0.05025	-0.325	38.45046	0.22375
0.0505	-0.33625	38.45091	0.22375
0.05075	-0.33625	38.45142	0.22375
0.051	-0.335625	38.452	0.223125
0.05125	-0.334375	38.45267	0.223125
0.0515	-0.325	38.45344	0.223125
0.05175	-0.324375	38.45437	0.223125
0.052	-0.324375	38.45549	0.22375
0.05225	-0.325625	38.45678	0.22375
0.0525	-0.345625	38.45825	0.22375
0.05275	-0.3575	38.45983	0.22375
0.053	-0.365	38.46148	0.223125
0.05325	-0.37375	38.46315	0.223125
0.0535	-0.369375	38.46479	0.223125
0.05375	-0.380625	38.46644	0.223125
0.054	-0.385625	38.46808	0.2215625
0.05425	-0.39125	38.46963	0.2215625
0.0545	-0.411875	38.47112	0.2215625
0.05475	-0.410625	38.47242	0.2215625
0.055	-0.40875	38.47358	0.220625
0.05525	-0.405	38.47463	0.220625
0.0555	-0.399375	38.47558	0.220625
0.05575	-0.39875	38.47653	0.220625
0.056	-0.4025	38.4775	0.2196875
0.05625	-0.406875	38.47855	0.2196875
0.0565	-0.42	38.47971	0.2196875
0.05675	-0.406875	38.48087	0.2196875
0.057	-0.41375	38.48207	0.2209375
0.05725	-0.415	38.48324	0.2209375
0.0575	-0.41875	38.48434	0.2209375
0.05775	-0.43375	38.48538	0.2209375
0.058	-0.428125	38.48626	0.223125
0.05825	-0.434375	38.48703	0.223125
0.0585	-0.43625	38.48768	0.223125
0.05875	-0.424375	38.4882	0.223125
0.059	-0.423125	38.48868	0.2240625
0.05925	-0.413125	38.4891	0.2240625
0.0595	-0.4125	38.4895	0.2240625
0.05975	-0.415	38.48989	0.2240625
0.06	-0.410625	38.49023	0.22375
0.06025	-0.41375	38.49057	0.22375
0.0605	-0.41125	38.49086	0.22375
0.06075	-0.41375	38.49113	0.22375
0.061	-0.4225	38.49136	0.22375
0.06125	-0.41375	38.49148	0.22375
0.0615	-0.40625	38.49154	0.22375
0.06175	-0.403125	38.49155	0.22375
0.062	-0.395625	38.49149	0.225
0.06225	-0.393125	38.49143	0.225
0.0625	-0.388125	38.49132	0.225
0.06275	-0.381875	38.49117	0.225
0.063	-0.379375	38.49102	0.2265625
0.06325	-0.375	38.49086	0.2265625
0.0635	-0.375	38.49072	0.2265625
0.06375	-0.37375	38.49061	0.2265625
0.064	-0.369375	38.49053	0.2278125
0.06425	-0.374375	38.49052	0.2278125
0.0645	-0.369375	38.49054	0.2278125
0.06475	-0.360625	38.49063	0.2278125
0.065	-0.361875	38.4908	0.2275
0.06525	-0.360625	38.49098	0.2275
0.0655	-0.36	38.49115	0.2275
0.06575	-0.35625	38.49128	0.2275
0.066	-0.35375	38.49137	0.225625
0.06625	-0.355625	38.49144	0.225625
0.0665	-0.358125	38.49147	0.225625
0.06675	-0.365625	38.49148	0.225625
0.067	-0.358125	38.49144	0.224375
0.06725	-0.356875	38.49139	0.224375
0.0675	-0.360625	38.49135	0.224375
0.06775	-0.353125	38.4913	0.224375
0.068	-0.355625	38.49128	0.224375
0.06825	-0.3575	38.49128	0.224375
0.0685	-0.35125	38.49128	0.224375
0.06875	-0.361875	38.49131	0.224375
0.069	-0.36375	38.49133	0.2246875
0.06925	-0.368125	38.49131	0.2246875
0.0695	-0.368125	38.49128	0.2246875
0.06975	-0.366875	38.49125	0.2246875
0.07	-0.3725	38.49125	0.2240625
0.07025	-0.37375	38.49124	0.2240625
0.0705	-0.376875	38.49124	0.2240625
0.07075	-0.38125	38.49124	0.2240625
0.071	-0.37875	38.49125	0.2225
0.07125	-0.383125	38.4913	0.2225
0.0715	-0.38625	38.49136	0.2225
0.07175	-0.38625	38.49143	0.2225
0.072	-0.388125	38.49157	0.2215625
0.07225	-0.38625	38.49175	0.2215625
0.0725	-0.391875	38.49199	0.2215625
0.07275	-0.388125	38.49223	0.2215625
0.073	-0.38875	38.49248	0.2209375
0.07325	-0.395625	38.49275	0.2209375
0.0735	-0.389375	38.49298	0.2209375
0.07375	-0.390625	38.49324	0.2209375
0.074	-0.39	38.49354	0.2228125
0.07425	-0.39125	38.49389	0.2228125
0.0745	-0.39125	38.49429	0.2228125
0.07475	-0.393125	38.49476	0.2228125
0.075	-0.400625	38.49527	0.2246875
0.07525	-0.39375	38.49583	0.2246875
0.0755	-0.394375	38.49647	0.2246875
0.07575	-0.4	38.49717	0.2246875
0.076	-0.398125	38.4979	0.2253125
0.07625	-0.396875	38.49868	0.2253125
0.0765	-0.4025	38.49951	0.2253125
0.07675	-0.40125	38.50039	0.2253125
0.077	-0.395	38.50129	0.2246875
0.07725	-0.403125	38.50228	0.2246875
0.0775	-0.405625	38.50332	0.2246875
0.07775	-0.40625	38.50436	0.2246875
0.078	-0.40625	38.50536	0.225
0.07825	-0.405625	38.50631	0.225
0.0785	-0.405625	38.50719	0.225
0.07875	-0.40875	38.508	0.225
0.079	-0.399375	38.50873	0.226875
0.07925	-0.393125	38.50942	0.226875
0.0795	-0.38875	38.51007	0.226875
0.07975	-0.3875	38.51075	0.226875
0.08	-0.383125	38.51139	0.2278125
0.08025	-0.379375	38.512	0.2278125
0.0805	-0.37125	38.51258	0.2278125
0.08075	-0.36625	38.51315	0.2278125
0.081	-0.365625	38.51371	0.2290625
0.08125	-0.363125	38.51425	0.2290625
0.0815	-0.36125	38.51478	0.2290625
0.08175	-0.355625	38.51529	0.2290625
0.082	-0.360625	38.51578	0.2278125
0.08225	-0.355625	38.51621	0.2278125
0.0825	-0.359375	38.51657	0.2278125
0.08275	-0.364375	38.51686	0.2278125
0.083	-0.369375	38.51705	0.2259375
0.08325	-0.3775	38.51712	0.2259375
0.0835	-0.385625	38.51704	0.2259375
0.08375	-0.39	38.51677	0.2259375
0.084	-0.385	38.5163	0.225
0.08425	-0.38875	38.51568	0.225
0.0845	-0.388125	38.51489	0.225
0.08475	-0.3875	38.51395	0.225
0.085	-0.38875	38.51288	0.2253125
0.08525	-0.38875	38.5117	0.2253125
0.0855	-0.394375	38.51041	0.2253125
0.08575	-0.395625	38.509	0.2253125
0.086	-0.3875	38.50746	0.225625
0.08625	-0.374375	38.50584	0.225625
0.0865	-0.356875	38.50419	0.225625
0.08675	-0.338125	38.50262	0.225625
0.087	-0.3325	38.50125	0.224375
0.08725	-0.328125	38.50011	0.224375
0.0875	-0.330625	38.49928	0.224375
0.08775	-0.346875	38.49876	0.224375
0.088	-0.363125	38.4985	0.223125
0.08825	-0.368125	38.49842	0.223125
0.0885	-0.37375	38.49847	0.223125
0.08875	-0.3725	38.49862	0.223125
0.089	-0.376875	38.49882	0.221875
0.08925	-0.373125	38.49907	0.221875
0.0895	-0.37875	38.49939	0.221875
0.08975	-0.38	38.49976	0.221875
0.09	-0.376875	38.5002	0.2225
0.09025	-0.385	38.50074	0.2225
0.0905	-0.3925	38.50137	0.2225
0.09075	-0.39375	38.50207	0.2225
0.091	-0.401875	38.50281	0.224375
0.09125	-0.404375	38.50355	0.224375
0.0915	-0.4125	38.50427	0.224375
0.09175	-0.42125	38.50493	0.224375
0.092	-0.434375	38.50549	0.2259375
0.09225	-0.446875	38.50587	0.2259375
0.0925	-0.450625	38.50601	0.2259375
0.09275	-0.45	38.50594	0.2259375
0.093	-0.44875	38.50567	0.2259375
0.09325	-0.439375	38.50519	0.2259375
0.0935	-0.435	38.50455	0.2259375
0.09375	-0.429375	38.50378	0.2259375
0.094	-0.426875	38.50293	0.225625
0.09425	-0.42125	38.50199	0.225625
0.0945	-0.420625	38.50097	0.225625
0.09475	-0.421875	38.49989	0.225625
0.095	-0.413125	38.49871	0.22625
0.09525	-0.4175	38.49745	0.22625
0.0955	-0.410625	38.49607	0.22625
0.09575	-0.405625	38.49461	0.22625
0.096	-0.394375	38.49308	0.228125
0.09625	-0.378125	38.49148	0.228125
0.0965	-0.3825	38.48989	0.228125
0.09675	-0.39	38.48828	0.228125
0.097	-0.37625	38.48657	0.2290625
0.09725	-0.37375	38.48483	0.2290625
0.0975	-0.3725	38.48306	0.2290625
0.09775	-0.373125	38.48125	0.2290625
0.098	-0.376875	38.47941	0.2296875
0.09825	-0.378125	38.4775	0.2296875
0.0985	-0.37625	38.47552	0.2296875
0.09875	-0.371875	38.47348	0.2296875
0.099	-0.36625	38.47136	0.228125
0.09925	-0.366875	38.46918	0.228125
0.0995	-0.3525	38.46692	0.228125
0.09975	-0.344375	38.46463	0.228125
0.1	-0.336875	38.46234	0.22625
0.10025	-0.335625	38.46006	0.22625
0.1005	-0.34375	38.45779	0.22625
0.10075	-0.343125	38.45549	0.22625
0.101	-0.344375	38.45316	0.2259375
0.10125	-0.3475	38.4508	0.2259375
0.1015	-0.346875	38.44841	0.2259375
0.10175	-0.35375	38.44598	0.2259375
0.102	-0.355625	38.44347	0.2265625
0.10225	-0.35625	38.44085	0.2265625
0.1025	-0.3625	38.43813	0.2265625
0.10275	-0.366875	38.43529	0.2265625
0.103	-0.36875	38.43237	0.22625
0.10325	-0.3675	38.42943	0.22625
0.1035	-0.361875	38.42648	0.22625
0.10375	-0.369375	38.42363	0.22625
0.104	-0.369375	38.42084	0.2246875
0.10425	-0.364375	38.41817	0.2246875
0.1045	-0.370625	38.4157	0.2246875
0.10475	-0.3775	38.41343	0.2246875
0.105	-0.3875	38.4114	0.22375
0.10525	-0.399375	38.40956	0.22375
0.1055	-0.39875	38.40783	0.22375
0.10575	-0.408125	38.40622	0.22375
0.106	-0.413125	38.40464	0.2228125
0.10625	-0.424375	38.40307	0.2228125
0.1065	-0.439375	38.40147	0.2228125
0.10675	-0.441875	38.39978	0.2228125
0.107	-0.435625	38.39801	0.2240625
0.10725	-0.42625	38.39614	0.2240625
0.1075	-0.41375	38.39423	0.2240625
0.10775	-0.4175	38.39235	0.2240625
0.108	-0.41125	38.39045	0.2259375
0.10825	-0.408125	38.3886	0.2259375
0.1085	-0.4125	38.38676	0.2259375
0.10875	-0.41125	38.38495	0.2259375
0.109	-0.414375	38.38319	0.2271875
0.10925	-0.4125	38.38139	0.2271875
0.1095	-0.400625	38.37959	0.2271875
0.10975	-0.40125	38.3778	0.2271875
0.11	-0.405625	38.37603	0.226875
0.11025	-0.40625	38.37427	0.226875
0.1105	-0.40125	38.37249	0.226875
0.11075	-0.395625	38.3707	0.226875
0.111	-0.395	38.36895	0.226875
0.11125	-0.391875	38.36722	0.226875
0.1115	-0.390625	38.36557	0.226875
0.11175	-0.391875	38.36398	0.226875
0.112	-0.38625	38.36238	0.2284375
0.11225	-0.393125	38.36084	0.2284375
0.1125	-0.3825	38.35928	0.2284375
0.11275	-0.38125	38.35775	0.2284375
0.113	-0.38125	38.35623	0.23
0.11325	-0.374375	38.35471	0.23
0.1135	-0.38125	38.35323	0.23
0.11375	-0.383125	38.35175	0.23
0.114	-0.38125	38.35025	0.2309375
0.11425	-0.385	38.34873	0.2309375
0.1145	-0.37875	38.34715	0.2309375
0.11475	-0.38	38.34555	0.2309375
0.115	-0.375625	38.34389	0.2309375
0.11525	-0.36125	38.34216	0.2309375
0.1155	-0.35375	38.34044	0.2309375
0.11575	-0.34625	38.33874	0.2309375
0.116	-0.340625	38.33711	0.2290625
0.11625	-0.3425	38.33555	0.2290625
0.1165	-0.343125	38.33406	0.2290625
0.11675	-0.34375	38.33261	0.2290625
0.117	-0.341875	38.33122	0.2275
0.11725	-0.350625	38.32989	0.2275
0.1175	-0.35625	38.32861	0.2275
0.11775	-0.346875	38.32733	0.2275
0.118	-0.353125	38.3261	0.2275
0.11825	-0.35625	38.32488	0.2275
0.1185	-0.35875	38.32367	0.2275
0.11875	-0.366875	38.32248	0.2275
0.119	-0.360625	38.32125	0.228125
0.11925	-0.358125	38.32007	0.228125
0.1195	-0.365	38.31896	0.228125
0.11975	-0.370625	38.31787	0.228125
0.12	-0.373125	38.31682	0.2275
0.12025	-0.37625	38.31574	0.2275
0.1205	-0.374375	38.31464	0.2275
0.12075	-0.374375	38.31355	0.2275
0.121	-0.380625	38.31246	0.2259375
0.12125	-0.383125	38.31136	0.2259375
0.1215	-0.381875	38.31024	0.2259375
0.12175	-0.386875	38.30914	0.2259375
0.122	-0.3925	38.30805	0.225
0.12225	-0.393125	38.30696	0.225
0.1225	-0.390625	38.30584	0.225
0.12275	-0.39125	38.30474	0.225
0.123	-0.390625	38.30366	0.224375
0.12325	-0.398125	38.3026	0.224375
0.1235	-0.401875	38.30152	0.224375
0.12375	-0.399375	38.30041	0.224375
0.124	-0.405625	38.2993	0.22625
0.12425	-0.405625	38.29814	0.22625
0.1245	-0.40125	38.29695	0.22625
0.12475	-0.405625	38.29575	0.22625
0.125	-0.400625	38.29451	0.228125
0.12525	-0.406875	38.29327	0.228125
0.1255	-0.404375	38.29198	0.228125
0.12575	-0.403125	38.29068	0.228125
0.126	-0.406875	38.28936	0.22875
0.12625	-0.4025	38.28801	0.22875
0.1265	-0.405625	38.28667	0.22875
0.12675	-0.410625	38.28528	0.22875
0.127	-0.410625	38.28384	0.2284375
0.12725	-0.42125	38.28234	0.2284375
0.1275	-0.419375	38.28071	0.2284375
0.12775	-0.41125	38.27898	0.2284375
0.128	-0.398125	38.27716	0.22875
0.12825	-0.385	38.27535	0.22875
0.1285	-0.3775	38.27361	0.22875
0.12875	-0.374375	38.27197	0.22875
0.129	-0.3725	38.27045	0.2303125
0.12925	-0.370625	38.26906	0.2303125
0.1295	-0.370625	38.26779	0.2303125
0.12975	-0.371875	38.26662	0.2303125
0.13	-0.369375	38.26551	0.2315625
0.13025	-0.365	38.26446	0.2315625
0.1305	-0.364375	38.2635	0.2315625
0.13075	-0.36375	38.26263	0.2315625
0.131	-0.355625	38.26186	0.2325
0.13125	-0.346875	38.26117	0.2325
0.1315	-0.34875	38.26057	0.2325
0.13175	-0.3525	38.26003	0.2325
0.132	-0.34375	38.25952	0.2315625
0.13225	-0.341875	38.25907	0.2315625
0.1325	-0.339375	38.25867	0.2315625
0.13275	-0.346875	38.25831	0.2315625
0.133	-0.348125	38.258	0.229375
0.13325	-0.345	38.25772	0.229375
0.1335	-0.345625	38.2575	0.229375
0.13375	-0.34875	38.25736	0.229375
0.134	-0.35125	38.2573	0.2284375
0.13425	-0.3525	38.25732	0.2284375
0.1345	-0.35125	38.25742	0.2284375
0.13475	-0.353125	38.25759	0.2284375
0.135	-0.360625	38.25784	0.2290625
0.13525	-0.366875	38.2581	0.2290625
0.1355	-0.3675	38.25839	0.2290625
0.13575	-0.373125	38.25869	0.2290625
0.136	-0.376875	38.25899	0.2290625
0.13625	-0.384375	38.25929	0.2290625
0.1365	-0.385625	38.25954	0.2290625
0.13675	-0.3925	38.25972	0.2290625
0.137	-0.394375	38.25974	0.2278125
0.13725	-0.39375	38.25961	0.2278125
0.1375	-0.399375	38.25933	0.2278125
0.13775	-0.399375	38.25887	0.2278125
0.138	-0.405	38.25827	0.22625
0.13825	-0.399375	38.25751	0.22625
0.1385	-0.38625	38.25667	0.22625
0.13875	-0.37875	38.25584	0.22625
0.139	-0.36625	38.25505	0.2253125
0.13925	-0.355	38.25438	0.2253125
0.1395	-0.361875	38.2539	0.2253125
0.13975	-0.36375	38.25357	0.2253125
0.14	-0.369375	38.2534	0.225625
0.14025	-0.375625	38.25338	0.225625
0.1405	-0.37625	38.25347	0.225625
0.14075	-0.38375	38.2537	0.225625
0.141	-0.378125	38.25405	0.2275
0.14125	-0.37875	38.25454	0.2275
0.1415	-0.38375	38.25523	0.2275
0.14175	-0.381875	38.25604	0.2275
0.142	-0.393125	38.25701	0.2290625
0.14225	-0.400625	38.2581	0.2290625
0.1425	-0.4025	38.25929	0.2290625
0.14275	-0.41375	38.2606	0.2290625
0.143	-0.419375	38.26199	0.2290625
0.14325	-0.418125	38.26342	0.2290625
0.1435	-0.42	38.2649	0.2290625
0.14375	-0.419375	38.26636	0.2290625
0.144	-0.425	38.2678	0.22875
0.14425	-0.419375	38.26916	0.22875
0.1445	-0.410625	38.27042	0.22875
0.14475	-0.414375	38.27165	0.22875
0.145	-0.4125	38.27279	0.229375
0.14525	-0.3975	38.27387	0.229375
0.1455	-0.398125	38.27494	0.229375
0.14575	-0.395625	38.276	0.229375
0.146	-0.38625	38.27707	0.2309375
0.14625	-0.37625	38.27816	0.2309375
0.1465	-0.373125	38.27928	0.2309375
0.14675	-0.375625	38.28043	0.2309375
0.147	-0.366875	38.28161	0.2325
0.14725	-0.365625	38.28287	0.2325
0.1475	-0.359375	38.28419	0.2325
0.14775	-0.350625	38.28556	0.2325
0.148	-0.3575	38.28701	0.2328125
0.14825	-0.36	38.28849	0.2328125
0.1485	-0.36125	38.28999	0.2328125
0.14875	-0.36125	38.2915	0.2328125
0.149	-0.35375	38.29304	0.23125
0.14925	-0.36125	38.29465	0.23125
0.1495	-0.3575	38.29628	0.23125
0.14975	-0.358125	38.29795	0.23125
0.15	-0.356875	38.29965	0.2290625
0.15025	-0.350625	38.30133	0.2290625
0.1505	-0.35125	38.30297	0.2290625
0.15075	-0.343125	38.30453	0.2290625
0.151	-0.336875	38.30603	0.22875
0.15125	-0.344375	38.3075	0.22875
0.1515	-0.3425	38.30893	0.22875
0.15175	-0.344375	38.31035	0.22875
0.152	-0.340625	38.31175	0.2290625
0.15225	-0.33875	38.3132	0.2290625
0.1525	-0.34375	38.31469	0.2290625
0.15275	-0.34625	38.3162	0.2290625
0.153	-0.355	38.31772	0.2290625
0.15325	-0.36625	38.31924	0.2290625
0.1535	-0.370625	38.32073	0.2290625
0.15375	-0.389375	38.32221	0.2290625
0.154	-0.396875	38.32357	0.2275
0.15425	-0.403125	38.32481	0.2275
0.1545	-0.423125	38.32592	0.2275
0.15475	-0.430625	38.3268	0.2275
0.155	-0.435	38.32746	0.22625
0.15525	-0.4375	38.32792	0.22625
0.1555	-0.4325	38.32819	0.22625
0.15575	-0.43375	38.32836	0.22625
0.156	-0.42875	38.32846	0.2253125
0.15625	-0.431875	38.32853	0.2253125
0.1565	-0.435	38.32859	0.2253125
0.15675	-0.4375	38.32862	0.2253125
0.157	-0.43625	38.32866	0.2265625
0.15725	-0.4275	38.32872	0.2265625
0.1575	-0.42375	38.3288	0.2265625
0.15775	-0.42125	38.32889	0.2265625
0.158	-0.413125	38.32896	0.228125
0.15825	-0.403125	38.32909	0.228125
0.1585	-0.39625	38.32933	0.228125
0.15875	-0.398125	38.32972	0.228125
0.159	-0.40125	38.33027	0.229375
0.15925	-0.39625	38.33097	0.229375
0.1595	-0.39375	38.33185	0.229375
0.15975	-0.396875	38.33289	0.229375
0.16	-0.396875	38.33399	0.2290625
0.16025	-0.399375	38.33514	0.2290625
0.1605	-0.39125	38.33629	0.2290625
0.16075	-0.386875	38.33746	0.2290625
0.161	-0.393125	38.33866	0.2290625
0.16125	-0.38875	38.33984	0.2290625
